14:58:53 [INFO] Opening target process: csgo.exe
14:58:53 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
14:58:53 [INFO] Found netvar: m_iCrosshairId => 0xB38C
14:58:53 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
14:58:53 [INFO] Found netvar: m_iFOVStart => 0x31E8
14:58:53 [INFO] Found netvar: m_iGlowIndex => 0xA420
14:58:53 [INFO] Found netvar: m_iHealth => 0x100
14:58:53 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
14:58:53 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
14:58:53 [INFO] Found netvar: m_iObserverMode => 0x3378
14:58:53 [INFO] Found netvar: m_iShotsFired => 0xA390
14:58:53 [INFO] Found netvar: m_iState => 0x3258
14:58:53 [INFO] Found netvar: m_iTeamNum => 0xF4
14:58:53 [INFO] Found netvar: m_lifeState => 0x25F
14:58:53 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
14:58:53 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
14:58:53 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
14:58:53 [INFO] Found netvar: m_iDefaultFOV => 0x332C
14:58:53 [INFO] Found netvar: m_nForceBone => 0x268C
14:58:53 [INFO] Found netvar: m_nTickBase => 0x3430
14:58:53 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
14:58:53 [INFO] Found netvar: m_szCustomName => 0x303C
14:58:53 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
14:58:53 [INFO] Found netvar: m_vecOrigin => 0x138
14:58:53 [INFO] Found netvar: m_vecVelocity => 0x114
14:58:53 [INFO] Found netvar: m_vecViewOffset => 0x108
14:58:53 [INFO] Found netvar: m_viewPunchAngle => 0x3020
14:58:53 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
14:58:53 [INFO] Found netvar: m_clrRender => 0x70
14:58:53 [INFO] Found netvar: m_bBombTicking => 0x2980
14:58:53 [INFO] Found netvar: m_bBombDefused => 0x29B0
14:58:53 [INFO] Found netvar: m_flC4Blow => 0x2990
14:58:53 [INFO] Found netvar: m_hBombDefuser => 0x29B4
14:58:53 [INFO] Found netvar: m_flTimerLength => 0x2994
14:58:53 [INFO] Found netvar: m_flDefuseLength => 0x29A8
14:58:53 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
14:58:53 [INFO] Found netvar: m_nBombSite => 0x2984
14:58:53 [INFO] Found netvar: cs_gamerules_data => 0x0
14:58:53 [INFO] Found netvar: m_SurvivalRules => 0xD00
14:58:53 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
14:58:53 [INFO] Found netvar: m_bIsValveDS => 0x7C
14:58:53 [INFO] Found netvar: m_bFreezePeriod => 0x20
14:58:53 [INFO] Found netvar: m_bBombPlanted => 0x9A5
14:58:53 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
14:58:53 [INFO] Found netvar: m_flSimulationTime => 0x268
14:58:53 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
14:58:53 [INFO] Found netvar: m_angEyeAnglesX => 0xB380
14:58:53 [INFO] Found netvar: m_angEyeAnglesY => 0xB384
14:58:53 [INFO] Found netvar: m_flNextAttack => 0x2D70
14:58:53 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
14:58:53 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
14:58:53 [INFO] Found netvar: m_bStartedArming => 0x33F0
14:58:53 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
14:58:53 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
14:58:53 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
14:58:53 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
14:58:53 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
14:58:53 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
14:58:53 [INFO] Found netvar: m_nViewModelIndex => 0x29C0
14:58:53 [INFO] Finished netvar scanning: 92/92 items successful
08:32:04 [INFO] Opening target process: csgo.exe
08:32:04 [INFO] Starting signature scanning: 57 items
08:32:04 [INFO] Found signature: dwClientState => 0x588FEC
08:32:04 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
08:32:04 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
08:32:04 [INFO] Found signature: dwClientState_Map => 0x28C
08:32:04 [INFO] Found signature: dwClientState_MapDirectory => 0x188
08:32:04 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
08:32:04 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
08:32:04 [INFO] Found signature: dwClientState_State => 0x108
08:32:04 [WARN] dwClientState_ViewAngles sigscan failed: Pattern not found
08:32:04 [INFO] Found signature: clientstate_delta_ticks => 0x174
08:32:04 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
08:32:04 [INFO] Found signature: clientstate_choked_commands => 0x4D30
08:32:04 [INFO] Found signature: clientstate_net_channel => 0x9C
08:32:04 [INFO] Found signature: dwEntityList => 0x4DA31EC
08:32:04 [INFO] Found signature: dwForceAttack => 0x31D3714
08:32:04 [INFO] Found signature: dwForceAttack2 => 0x31D3720
08:32:04 [INFO] Found signature: dwForceBackward => 0x31D375C
08:32:04 [INFO] Found signature: dwForceForward => 0x31D3768
08:32:04 [INFO] Found signature: dwForceJump => 0x524CFDC
08:32:04 [INFO] Found signature: dwForceLeft => 0x31D3780
08:32:04 [INFO] Found signature: dwForceRight => 0x31D3774
08:32:04 [INFO] Found signature: dwGameDir => 0x627780
08:32:04 [INFO] Found signature: dwGameRulesProxy => 0x52C02CC
08:32:04 [INFO] Found signature: dwGetAllClasses => 0xDB202C
08:32:04 [INFO] Found signature: dwGlobalVars => 0x588CF0
08:32:04 [INFO] Found signature: dwGlowObjectManager => 0x52EB678
08:32:04 [INFO] Found signature: dwInput => 0x51F47B0
08:32:04 [INFO] Found signature: dwInterfaceLinkList => 0x944E34
08:32:04 [INFO] Found signature: dwLocalPlayer => 0xD8A2DC
08:32:04 [INFO] Found signature: dwMouseEnable => 0xD8FE28
08:32:04 [INFO] Found signature: dwMouseEnablePtr => 0xD8FDF8
08:32:04 [INFO] Found signature: dwPlayerResource => 0x31D1AA0
08:32:04 [INFO] Found signature: dwRadarBase => 0x51D7F64
08:32:04 [INFO] Found signature: dwSensitivity => 0xD8FCC4
08:32:04 [INFO] Found signature: dwSensitivityPtr => 0xD8FC98
08:32:04 [INFO] Found signature: dwSetClanTag => 0x8A1B0
08:32:04 [INFO] Found signature: dwViewMatrix => 0x4D94B04
08:32:04 [INFO] Found signature: dwWeaponTable => 0x51F5270
08:32:04 [INFO] Found signature: dwWeaponTableIndex => 0x325C
08:32:04 [INFO] Found signature: dwYawPtr => 0xD8FA88
08:32:04 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD94D28
08:32:04 [INFO] Found signature: dwbSendPackets => 0xD771A
08:32:04 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
08:32:04 [INFO] Found signature: m_pStudioHdr => 0x294C
08:32:04 [INFO] Found signature: m_yawClassPtr => 0xD8FA88
08:32:04 [INFO] Found signature: m_pitchClassPtr => 0x51D8200
08:32:04 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
08:32:04 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
08:32:04 [INFO] Found signature: m_bDormant => 0xED
08:32:04 [INFO] Found signature: model_ambient_min => 0x58C064
08:32:04 [INFO] Found signature: set_abs_angles => 0x1E0AC0
08:32:04 [INFO] Found signature: set_abs_origin => 0x1E0900
08:32:04 [INFO] Found signature: is_c4_owner => 0x3BC2C0
08:32:04 [INFO] Found signature: force_update_spectator_glow => 0x3AF66A
08:32:04 [INFO] Found signature: anim_overlays => 0x2980
08:32:04 [INFO] Found signature: m_flSpawnTime => 0xA370
08:32:04 [INFO] Found signature: find_hud_element => 0x51A5F720
08:32:04 [INFO] Finished signature scanning: 56/57 items successful
08:32:04 [INFO] Starting netvar scanning: 92 items
08:32:04 [INFO] Found netvar: m_ArmorValue => 0xB37C
08:32:04 [INFO] Found netvar: m_Collision => 0x320
08:32:04 [INFO] Found netvar: m_CollisionGroup => 0x474
08:32:04 [INFO] Found netvar: m_Local => 0x2FBC
08:32:04 [INFO] Found netvar: m_MoveType => 0x25B
08:32:04 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
08:32:04 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
08:32:04 [INFO] Found netvar: m_aimPunchAngle => 0x302C
08:32:04 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
08:32:04 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
08:32:04 [INFO] Found netvar: m_bHasDefuser => 0xB38C
08:32:04 [INFO] Found netvar: m_bHasHelmet => 0xB370
08:32:04 [INFO] Found netvar: m_bInReload => 0x3238
08:32:04 [INFO] Found netvar: m_bIsDefusing => 0x3930
08:32:04 [INFO] Found netvar: m_bIsScoped => 0x3928
08:32:04 [INFO] Found netvar: m_bSpotted => 0x93D
08:32:04 [INFO] Found netvar: m_bSpottedByMask => 0x980
08:32:04 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
08:32:04 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
08:32:04 [INFO] Found netvar: m_fFlags => 0x104
08:32:04 [INFO] Found netvar: m_hViewModel => 0x32F8
08:32:04 [INFO] Found netvar: m_flFallbackWear => 0x31D0
08:32:04 [INFO] Found netvar: m_flFlashDuration => 0xA420
08:32:04 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
08:32:04 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
08:32:04 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
08:32:04 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
08:32:04 [INFO] Found netvar: m_hObserverTarget => 0x338C
08:32:04 [INFO] Found netvar: m_hOwner => 0x29CC
08:32:04 [INFO] Found netvar: m_hOwnerEntity => 0x14C
08:32:04 [INFO] Found netvar: m_iAccountID => 0x2FC8
08:32:04 [INFO] Found netvar: m_iClip1 => 0x3264
08:32:04 [INFO] Found netvar: m_zoomLevel => 0x33D0
08:32:04 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
08:32:04 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
08:32:04 [INFO] Found netvar: m_iCrosshairId => 0xB38C
08:32:04 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
08:32:04 [INFO] Found netvar: m_iFOVStart => 0x31E8
08:32:04 [INFO] Found netvar: m_iGlowIndex => 0xA420
08:32:04 [INFO] Found netvar: m_iHealth => 0x100
08:32:04 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
08:32:04 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
08:32:04 [INFO] Found netvar: m_iObserverMode => 0x3378
08:32:04 [INFO] Found netvar: m_iShotsFired => 0xA390
08:32:04 [INFO] Found netvar: m_iState => 0x3258
08:32:04 [INFO] Found netvar: m_iTeamNum => 0xF4
08:32:04 [INFO] Found netvar: m_lifeState => 0x25F
08:32:04 [INFO] Found netvar: m_nFallbackPaintKit => 0x31C8
08:32:04 [INFO] Found netvar: m_nFallbackSeed => 0x31CC
08:32:04 [INFO] Found netvar: m_nFallbackStatTrak => 0x31D4
08:32:04 [INFO] Found netvar: m_iDefaultFOV => 0x332C
08:32:04 [INFO] Found netvar: m_nForceBone => 0x268C
08:32:04 [INFO] Found netvar: m_nTickBase => 0x3430
08:32:04 [INFO] Found netvar: m_rgflCoordinateFrame => 0x474
08:32:04 [INFO] Found netvar: m_szCustomName => 0x303C
08:32:04 [INFO] Found netvar: m_szLastPlaceName => 0x35B4
08:32:04 [INFO] Found netvar: m_vecOrigin => 0x138
08:32:04 [INFO] Found netvar: m_vecVelocity => 0x114
08:32:04 [INFO] Found netvar: m_vecViewOffset => 0x108
08:32:04 [INFO] Found netvar: m_viewPunchAngle => 0x3020
08:32:04 [INFO] Found netvar: m_thirdPersonViewAngles => 0x31D4
08:32:04 [INFO] Found netvar: m_clrRender => 0x70
08:32:04 [INFO] Found netvar: m_bBombTicking => 0x2980
08:32:04 [INFO] Found netvar: m_bBombDefused => 0x29B0
08:32:04 [INFO] Found netvar: m_flC4Blow => 0x2990
08:32:04 [INFO] Found netvar: m_hBombDefuser => 0x29B4
08:32:04 [INFO] Found netvar: m_flTimerLength => 0x2994
08:32:04 [INFO] Found netvar: m_flDefuseLength => 0x29A8
08:32:04 [INFO] Found netvar: m_flDefuseCountDown => 0x29AC
08:32:04 [INFO] Found netvar: m_nBombSite => 0x2984
08:32:04 [INFO] Found netvar: cs_gamerules_data => 0x0
08:32:04 [INFO] Found netvar: m_SurvivalRules => 0xD00
08:32:04 [INFO] Found netvar: m_SurvivalGameRuleDecisionTypes => 0x1328
08:32:04 [INFO] Found netvar: m_bIsValveDS => 0x7C
08:32:04 [INFO] Found netvar: m_bFreezePeriod => 0x20
08:32:04 [INFO] Found netvar: m_bBombPlanted => 0x9A5
08:32:04 [INFO] Found netvar: m_bIsQueuedMatchmaking => 0x74
08:32:04 [INFO] Found netvar: m_flSimulationTime => 0x268
08:32:04 [INFO] Found netvar: m_flLowerBodyYawTarget => 0x3A90
08:32:04 [INFO] Found netvar: m_angEyeAnglesX => 0xB380
08:32:04 [INFO] Found netvar: m_angEyeAnglesY => 0xB384
08:32:04 [INFO] Found netvar: m_flNextAttack => 0x2D70
08:32:04 [INFO] Found netvar: m_iMostRecentModelBoneCounter => 0x268C
08:32:04 [INFO] Found netvar: m_flLastBoneSetupTime => 0x28BC
08:32:04 [INFO] Found netvar: m_bStartedArming => 0x33F0
08:32:04 [INFO] Found netvar: m_bUseCustomBloomScale => 0x9DA
08:32:04 [INFO] Found netvar: m_bUseCustomAutoExposureMin => 0x9D8
08:32:04 [INFO] Found netvar: m_bUseCustomAutoExposureMax => 0x9D9
08:32:04 [INFO] Found netvar: m_flCustomBloomScale => 0x9E4
08:32:04 [INFO] Found netvar: m_flCustomAutoExposureMin => 0x9DC
08:32:04 [INFO] Found netvar: m_flCustomAutoExposureMax => 0x9E0
08:32:04 [INFO] Found netvar: m_nViewModelIndex => 0x29C0
08:32:04 [INFO] Finished netvar scanning: 92/92 items successful
08:49:07 [INFO] Opening target process: csgo.exe
08:49:07 [INFO] Starting signature scanning: 57 items
08:49:08 [INFO] Found signature: dwClientState => 0x588FEC
08:49:08 [INFO] Found signature: dwClientState_GetLocalPlayer => 0x180
08:49:08 [INFO] Found signature: dwClientState_IsHLTV => 0x4D48
08:49:08 [INFO] Found signature: dwClientState_Map => 0x28C
08:49:08 [INFO] Found signature: dwClientState_MapDirectory => 0x188
08:49:08 [INFO] Found signature: dwClientState_MaxPlayer => 0x388
08:49:08 [INFO] Found signature: dwClientState_PlayerInfo => 0x52C0
08:49:08 [INFO] Found signature: dwClientState_State => 0x108
08:49:08 [WARN] dwClientState_ViewAngles sigscan failed: Pattern not found
08:49:08 [INFO] Found signature: clientstate_delta_ticks => 0x174
08:49:08 [INFO] Found signature: clientstate_last_outgoing_command => 0x4D2C
08:49:08 [INFO] Found signature: clientstate_choked_commands => 0x4D30
08:49:08 [INFO] Found signature: clientstate_net_channel => 0x9C
08:49:08 [INFO] Found signature: dwEntityList => 0x4DA31DC
08:49:08 [INFO] Found signature: dwForceAttack => 0x31D3704
08:49:08 [INFO] Found signature: dwForceAttack2 => 0x31D3710
08:49:08 [INFO] Found signature: dwForceBackward => 0x31D374C
08:49:08 [INFO] Found signature: dwForceForward => 0x31D3758
08:49:08 [INFO] Found signature: dwForceJump => 0x524CFCC
08:49:08 [INFO] Found signature: dwForceLeft => 0x31D3770
08:49:08 [INFO] Found signature: dwForceRight => 0x31D3764
08:49:08 [INFO] Found signature: dwGameDir => 0x627780
08:49:08 [INFO] Found signature: dwGameRulesProxy => 0x52C02BC
08:49:08 [INFO] Found signature: dwGetAllClasses => 0xDB202C
08:49:08 [INFO] Found signature: dwGlobalVars => 0x588CF0
08:49:08 [INFO] Found signature: dwGlowObjectManager => 0x52EB650
08:49:08 [INFO] Found signature: dwInput => 0x51F47A0
08:49:08 [INFO] Found signature: dwInterfaceLinkList => 0x944E34
08:49:08 [INFO] Found signature: dwLocalPlayer => 0xD8A2DC
08:49:08 [INFO] Found signature: dwMouseEnable => 0xD8FE28
08:49:08 [INFO] Found signature: dwMouseEnablePtr => 0xD8FDF8
08:49:08 [INFO] Found signature: dwPlayerResource => 0x31D1A90
08:49:08 [INFO] Found signature: dwRadarBase => 0x51D7F54
08:49:08 [INFO] Found signature: dwSensitivity => 0xD8FCC4
08:49:08 [INFO] Found signature: dwSensitivityPtr => 0xD8FC98
08:49:08 [INFO] Found signature: dwSetClanTag => 0x8A1B0
08:49:08 [INFO] Found signature: dwViewMatrix => 0x4D94AF4
08:49:08 [INFO] Found signature: dwWeaponTable => 0x51F5260
08:49:08 [INFO] Found signature: dwWeaponTableIndex => 0x325C
08:49:08 [INFO] Found signature: dwYawPtr => 0xD8FA88
08:49:08 [INFO] Found signature: dwZoomSensitivityRatioPtr => 0xD94D28
08:49:08 [INFO] Found signature: dwbSendPackets => 0xD779A
08:49:08 [INFO] Found signature: dwppDirect3DDevice9 => 0xA7050
08:49:08 [INFO] Found signature: m_pStudioHdr => 0x294C
08:49:08 [INFO] Found signature: m_yawClassPtr => 0xD8FA88
08:49:08 [INFO] Found signature: m_pitchClassPtr => 0x51D81F0
08:49:08 [INFO] Found signature: interface_engine_cvar => 0x3E9EC
08:49:08 [INFO] Found signature: convar_name_hash_table => 0x2F0F8
08:49:08 [INFO] Found signature: m_bDormant => 0xED
08:49:08 [INFO] Found signature: model_ambient_min => 0x58C064
08:49:08 [INFO] Found signature: set_abs_angles => 0x1E0AC0
08:49:08 [INFO] Found signature: set_abs_origin => 0x1E0900
08:49:08 [INFO] Found signature: is_c4_owner => 0x3BC2C0
08:49:08 [INFO] Found signature: force_update_spectator_glow => 0x3AF66A
08:49:08 [INFO] Found signature: anim_overlays => 0x2980
08:49:08 [INFO] Found signature: m_flSpawnTime => 0xA370
08:49:08 [INFO] Found signature: find_hud_element => 0x51B1F720
08:49:08 [INFO] Finished signature scanning: 56/57 items successful
08:49:08 [INFO] Starting netvar scanning: 92 items
08:49:08 [INFO] Found netvar: m_ArmorValue => 0xB37C
08:49:08 [INFO] Found netvar: m_Collision => 0x320
08:49:08 [INFO] Found netvar: m_CollisionGroup => 0x474
08:49:08 [INFO] Found netvar: m_Local => 0x2FBC
08:49:08 [INFO] Found netvar: m_MoveType => 0x25B
08:49:08 [INFO] Found netvar: m_OriginalOwnerXuidHigh => 0x31C4
08:49:08 [INFO] Found netvar: m_OriginalOwnerXuidLow => 0x31C0
08:49:08 [INFO] Found netvar: m_aimPunchAngle => 0x302C
08:49:08 [INFO] Found netvar: m_aimPunchAngleVel => 0x3038
08:49:08 [INFO] Found netvar: m_bGunGameImmunity => 0x3944
08:49:08 [INFO] Found netvar: m_bHasDefuser => 0xB38C
08:49:08 [INFO] Found netvar: m_bHasHelmet => 0xB370
08:49:08 [INFO] Found netvar: m_bInReload => 0x3238
08:49:08 [INFO] Found netvar: m_bIsDefusing => 0x3930
08:49:08 [INFO] Found netvar: m_bIsScoped => 0x3928
08:49:08 [INFO] Found netvar: m_bSpotted => 0x93D
08:49:08 [INFO] Found netvar: m_bSpottedByMask => 0x980
08:49:08 [INFO] Found netvar: m_dwBoneMatrix => 0x268C
08:49:08 [INFO] Found netvar: m_fAccuracyPenalty => 0x3330
08:49:08 [INFO] Found netvar: m_fFlags => 0x104
08:49:08 [INFO] Found netvar: m_hViewModel => 0x32F8
08:49:08 [INFO] Found netvar: m_flFallbackWear => 0x31D0
08:49:08 [INFO] Found netvar: m_flFlashDuration => 0xA420
08:49:08 [INFO] Found netvar: m_flFlashMaxAlpha => 0xA41C
08:49:08 [INFO] Found netvar: m_flNextPrimaryAttack => 0x3238
08:49:08 [INFO] Found netvar: m_hActiveWeapon => 0x2EF8
08:49:08 [INFO] Found netvar: m_hMyWeapons => 0x2EF8
08:49:08 [INFO] Found netvar: m_hObserverTarget => 0x338C
08:49:08 [INFO] Found netvar: m_hOwner => 0x29CC
08:49:08 [INFO] Found netvar: m_hOwnerEntity => 0x14C
08:49:08 [INFO] Found netvar: m_iAccountID => 0x2FC8
08:49:08 [INFO] Found netvar: m_iClip1 => 0x3264
08:49:08 [INFO] Found netvar: m_zoomLevel => 0x33D0
08:49:08 [INFO] Found netvar: m_iCompetitiveRanking => 0x1A84
08:49:08 [INFO] Found netvar: m_iCompetitiveWins => 0x1B88
08:49:08 [INFO] Found netvar: m_iCrosshairId => 0xB38C
08:49:08 [INFO] Found netvar: m_iEntityQuality => 0x2FAC
08:49:08 [INFO] Found netvar: m_iFOVStart => 0x31E8
08:49:08 [INFO] Found netvar: m_iGlowIndex => 0xA420
08:49:08 [INFO] Found netvar: m_iHealth => 0x100
08:49:08 [INFO] Found netvar: m_iItemDefinitionIndex => 0x2FAA
08:49:08 [INFO] Found netvar: m_iItemIDHigh => 0x2FC0
08:49:08 [INFO] Found netvar: m_iObserverMode => 0x3378
08:49:08 [INFO] Found netvar: m_iShotsFired => 0xA390
08:49:08 [INFO] Found netvar: m_iState => 0x3258
08:49:08 [INFO] Found netvar: m_iTeamNum => 0xF4
08:49:08 [INFO] Found netvar: m_lifeState => 0x25F
